|trigger_name|name        |error_radius|time                   |end_time               |trigger_time           |trigger_type|geo_long|geo_lat |localization_source|
|bn170505147 |TGF170505147|     34.5667|2017-05-05 03:29:26.669|2017-05-05 03:39:41.079|2017-05-05 03:31:43.903|TGF         | 25.0833|  2.2500|Fermi, GBM FSW     |
|bn170504455 |TGF170504455|     34.7167|2017-05-04 10:52:58.155|2017-05-04 11:02:39.797|2017-05-04 10:55:11.469|TGF         |107.0667| -5.7333|Fermi, GBM FSW     |
|bn170502574 |TGF170502574|     32.3167|2017-05-02 13:44:25.720|2017-05-02 13:53:34.592|2017-05-02 13:46:43.402|TGF         |265.6667|  8.8167|Fermi, GBM FSW     |
|bn170425071 |TGF170425071|     28.2167|2017-04-25 01:40:15.658|2017-04-25 01:46:24.305|2017-04-25 01:42:28.908|TGF         |292.3000|  6.5833|Fermi, GBM FSW     |
|bn170424681 |TGF170424681|     31.0667|2017-04-24 16:18:58.994|2017-04-24 16:28:32.444|2017-04-24 16:21:10.612|TGF         |107.6167| -8.4000|Fermi, GBM FSW     |
|bn170414005 |TGF170414005|     34.9833|2017-04-14 00:04:19.275|2017-04-14 00:14:33.684|2017-04-14 00:06:36.029|TGF         |203.2667|-14.6500|Fermi, GBM FSW     |
|bn170412293 |TGF170412293|     17.5333|2017-04-12 06:59:36.674|2017-04-12 07:09:42.892|2017-04-12 07:01:48.180|TGF         |140.7667| -2.3833|Fermi, GBM FSW     |
|bn170411927 |TGF170411927|     34.7500|2017-04-11 22:13:19.089|2017-04-11 22:23:33.498|2017-04-11 22:15:35.795|TGF         | 84.3500|  7.4500|Fermi, GBM FSW     |
|bn170401359 |TGF170401359|     32.8500|2017-04-01 08:33:58.131|2017-04-01 08:44:12.541|2017-04-01 08:36:17.045|TGF         |  4.4667| 10.4500|Fermi, GBM FSW     |
|bn170328470 |TGF170328470|     19.2333|2017-03-28 11:14:52.734|2017-03-28 11:25:07.145|2017-03-28 11:17:05.009|TGF         | 36.5833| -8.9833|Fermi, GBM         |
|bn170325758 |TGF170325758|     26.0833|2017-03-25 18:09:28.100|2017-03-25 18:12:36.519|2017-03-25 18:11:41.494|TGF         |293.6000|  0.5333|Fermi, GBM         |
|bn170322592 |TGF170322592|     21.1167|2017-03-22 14:10:31.993|2017-03-22 14:20:38.212|2017-03-22 14:12:43.499|TGF         | 39.3667| -9.3333|Fermi, GBM FSW     |
|bn170320675 |TGF170320675|     34.9333|2017-03-20 16:10:15.907|2017-03-20 16:20:30.318|2017-03-20 16:12:28.021|TGF         | 16.9833| -5.9833|Fermi, LAT         |
|bn170316973 |TGF170316973|     32.1000|2017-03-16 23:19:18.903|2017-03-16 23:24:13.820|2017-03-16 23:21:32.169|TGF         |281.9667|  1.8667|Fermi, GBM FSW     |
|bn170316801 |TGF170316801|     29.2000|2017-03-16 19:11:12.418|2017-03-16 19:21:26.828|2017-03-16 19:13:27.540|TGF         |128.8500|-17.1500|Fermi, GBM FSW     |
|bn170312490 |TGF170312490|     22.8667|2017-03-12 11:42:41.543|2017-03-12 11:52:55.953|2017-03-12 11:44:54.793|TGF         |168.6667|-14.7667|Fermi, GBM FSW     |
|bn170309801 |TGF170309801|     30.9667|2017-03-09 19:11:21.278|2017-03-09 19:21:35.688|2017-03-09 19:13:35.616|TGF         |189.6167|-15.0333|Fermi, GBM         |
|bn170309108 |TGF170309108|     50.0000|2017-03-09 02:32:40.303|2017-03-09 02:42:54.714|2017-03-09 02:34:56.593|TGF         |264.5167| 15.1167|Fermi, GBM FSW     |
|bn170220864 |TGF170220864|     29.1667|2017-02-20 20:42:27.563|2017-02-20 20:52:41.972|2017-02-20 20:44:42.445|TGF         |142.4667|  5.0000|Fermi, GBM FSW     |
|bn170219373 |TGF170219373|     29.3667|2017-02-19 08:54:54.695|2017-02-19 09:05:09.106|2017-02-19 08:57:12.265|TGF         |124.0000|-16.2667|Fermi, GBM         |
|bn170216397 |TGF170216397|     24.8333|2017-02-16 09:29:24.497|2017-02-16 09:39:38.909|2017-02-16 09:31:39.556|TGF         |117.1167|-22.3333|Fermi, GBM         |
|bn170213352 |TGF170213352|     25.1667|2017-02-13 08:24:35.844|2017-02-13 08:34:50.255|2017-02-13 08:26:52.822|TGF         |116.9500|-25.3667|Fermi, GBM FSW     |
|bn170207403 |TGF170207403|     14.6333|2017-02-07 09:37:29.813|2017-02-07 09:47:44.224|2017-02-07 09:39:42.951|TGF         |115.9000|-20.6833|Fermi, GBM FSW     |
|bn170206414 |TGF170206414|     35.0333|2017-02-06 09:53:27.305|2017-02-06 10:03:41.715|2017-02-06 09:55:45.419|TGF         |130.3167|-23.0500|Fermi, GBM         |
|bn170203633 |TGF170203633|     33.1333|2017-02-03 15:09:35.725|2017-02-03 15:18:52.790|2017-02-03 15:11:48.367|TGF         | 37.6667|-12.4333|Fermi, GBM FSW     |
|bn170130027 |TGF170130027|     32.6167|2017-01-30 00:37:06.619|2017-01-30 00:47:21.030|2017-01-30 00:39:20.637|TGF         | 32.5000|-20.5167|Fermi, GBM FSW     |
|bn170128756 |TGF170128756|     32.1500|2017-01-28 18:06:57.975|2017-01-28 18:10:14.586|2017-01-28 18:09:13.145|TGF         | 47.3667|-15.5333|Fermi, GBM FSW     |
|bn170118975 |TGF170118975|     26.3833|2017-01-18 23:22:03.865|2017-01-18 23:32:18.275|2017-01-18 23:24:19.115|TGF         | 14.8333| -2.6167|Fermi, GBM FSW     |
|bn170107450 |TGF170107450|     34.8833|2017-01-07 10:45:49.349|2017-01-07 10:56:03.761|2017-01-07 10:48:03.528|TGF         |116.0667|  3.7167|Fermi, GBM FSW     |
|bn161220654 |TGF161220654|     50.0000|2016-12-20 15:39:27.896|2016-12-20 15:49:42.309|2016-12-20 15:41:40.091|TGF         | 23.2833|-13.5333|Fermi, GBM FSW     |
|bn161213977 |TGF161213977|     30.9000|2016-12-13 23:24:31.040|2016-12-13 23:27:46.627|2016-12-13 23:26:49.986|TGF         |289.4333| -0.2833|Fermi, GBM FSW     |
|bn161213785 |TGF161213785|     31.4833|2016-12-13 18:47:42.627|2016-12-13 18:57:57.038|2016-12-13 18:49:54.646|TGF         | 29.4667|-13.4000|Fermi, GBM FSW     |
|bn161211001 |TGF161211001|     50.0000|2016-12-10 23:58:31.149|2016-12-11 00:06:34.486|2016-12-11 00:00:48.096|TGF         |283.5500|  9.2667|Fermi, GBM FSW     |
|bn161207863 |TGF161207863|      3.8600|2016-12-07 20:39:54.540|2016-12-07 20:50:08.950|2016-12-07 20:42:08.446|TGF         |175.0167|-10.4167|Fermi, LAT         |
|bn161203745 |TGF161203745|     34.3833|2016-12-03 17:51:11.413|2016-12-03 18:00:36.671|2016-12-03 17:52:37.671|TGF         |121.6667|-13.1667|Fermi, GBM FSW     |
|bn161130235 |TGF161130235|     29.3333|2016-11-30 05:35:43.884|2016-11-30 05:43:14.452|2016-11-30 05:38:02.222|TGF         |285.4667|  8.3000|Fermi, GBM FSW     |
|bn161125348 |TGF161125348|     33.3500|2016-11-25 08:19:22.254|2016-11-25 08:24:58.131|2016-11-25 08:21:40.144|TGF         |289.6833|  5.1333|Fermi, GBM         |
|bn161118052 |TGF161118052|     25.9667|2016-11-18 01:12:22.926|2016-11-18 01:22:37.338|2016-11-18 01:14:35.361|TGF         |283.2833| -0.4333|Fermi, GBM FSW     |
|bn161114056 |TGF161114056|     34.9667|2016-11-14 01:18:32.354|2016-11-14 01:28:46.760|2016-11-14 01:20:49.059|TGF         |134.9833| -0.5833|Fermi, GBM FSW     |
|bn161104977 |TGF161104977|     34.4000|2016-11-04 23:24:41.441|2016-11-04 23:34:55.851|2016-11-04 23:26:54.643|TGF         | 68.9500|  7.6167|Fermi, GBM FSW     |
|bn161102933 |TGF161102933|     25.1167|2016-11-02 22:20:55.526|2016-11-02 22:31:09.936|2016-11-02 22:23:07.352|TGF         |117.6833| 14.6833|Fermi, GBM FSW     |
|bn161102468 |TGF161102468|     26.2667|2016-11-02 11:11:14.150|2016-11-02 11:21:28.560|2016-11-02 11:13:29.832|TGF         |275.0667|  9.0667|Fermi, GBM FSW     |
|bn161102289 |TGF161102289|     34.8167|2016-11-02 06:53:45.024|2016-11-02 07:03:59.434|2016-11-02 06:55:57.970|TGF         | 90.9500| 20.3167|Fermi, GBM FSW     |
|bn161101874 |TGF161101874|     31.9167|2016-11-01 20:56:39.399|2016-11-01 21:06:53.809|2016-11-01 20:58:54.473|TGF         |138.4000| 11.2667|Fermi, GBM         |
|bn161028740 |TGF161028740|     31.4667|2016-10-28 17:43:09.382|2016-10-28 17:53:23.794|2016-10-28 17:45:27.257|TGF         |  8.9333|  2.6000|Fermi, GBM FSW     |
|bn161021007 |TGF161021007|     26.8833|2016-10-21 00:08:15.626|2016-10-21 00:18:30.037|2016-10-21 00:10:32.124|TGF         |310.4833| 12.5667|Fermi, GBM FSW     |
|bn161017935 |TGF161017935|     29.6333|2016-10-17 22:24:07.001|2016-10-17 22:34:21.410|2016-10-17 22:26:20.874|TGF         |175.4167|-14.5167|Fermi, GBM         |
|bn161014981 |TGF161014981|     26.8667|2016-10-14 23:29:53.308|2016-10-14 23:40:07.719|2016-10-14 23:32:07.182|TGF         |275.4500| 22.5333|Fermi, GBM FSW     |
|bn161014770 |TGF161014770|     25.4500|2016-10-14 18:27:57.137|2016-10-14 18:36:41.434|2016-10-14 18:28:41.922|TGF         |287.3833| -2.4000|Fermi, GBM FSW     |
|bn161013741 |TGF161013741|     34.8167|2016-10-13 17:45:02.841|2016-10-13 17:55:17.252|2016-10-13 17:47:18.731|TGF         |100.9167| 13.3667|Fermi, GBM FSW     |
|bn161013188 |TGF161013188|     28.8000|2016-10-13 04:29:06.338|2016-10-13 04:39:20.749|2016-10-13 04:31:20.900|TGF         |167.7167|  6.3833|Fermi, GBM FSW     |
|bn161008388 |TGF161008388|     34.4667|2016-10-08 09:16:44.786|2016-10-08 09:26:59.196|2016-10-08 09:18:57.092|TGF         |255.1667| 18.4667|Fermi, GBM FSW     |
|bn161002303 |TGF161002303|     34.7167|2016-10-02 07:14:13.985|2016-10-02 07:24:28.394|2016-10-02 07:16:26.915|TGF         |285.4667| 25.4833|Fermi, GBM FSW     |
|bn160919876 |TGF160919876|     26.9000|2016-09-19 20:58:49.966|2016-09-19 21:09:04.375|2016-09-19 21:01:08.800|TGF         |123.7167| 15.4667|Fermi, GBM FSW     |
|bn160916837 |TGF160916837|     26.6500|2016-09-16 20:02:47.630|2016-09-16 20:13:02.040|2016-09-16 20:05:00.512|TGF         |158.9500| 14.5833|Fermi, GBM FSW     |
|bn160915871 |TGF160915871|     28.7167|2016-09-15 20:52:10.434|2016-09-15 20:56:32.582|2016-09-15 20:54:23.412|TGF         |294.5000|  3.2333|Fermi, GBM FSW     |
|bn160915580 |TGF160915580|     26.9500|2016-09-15 13:52:56.456|2016-09-15 14:03:10.865|2016-09-15 13:55:13.210|TGF         |252.0500| 10.9333|Fermi, LAT         |
|bn160914591 |TGF160914591|     23.5833|2016-09-14 14:08:22.520|2016-09-14 14:18:36.930|2016-09-14 14:10:39.274|TGF         |263.8500| 14.1667|Fermi, GBM FSW     |
|bn160912429 |TGF160912429|     29.3667|2016-09-12 10:14:59.014|2016-09-12 10:25:13.424|2016-09-12 10:17:12.904|TGF         | 81.1833| 19.1000|Fermi, GBM FSW     |
|bn160911832 |TGF160911832|     29.6000|2016-09-11 19:56:20.618|2016-09-11 20:06:35.028|2016-09-11 19:58:35.436|TGF         |290.4500| 21.7333|Fermi, GBM FSW     |
|bn160910978 |TGF160910978|     35.3833|2016-09-10 23:25:41.723|2016-09-10 23:35:56.133|2016-09-10 23:27:59.373|TGF         |267.2833| 14.8667|Fermi, GBM FSW     |
|bn160910781 |TGF160910781|     31.5000|2016-09-10 18:41:50.678|2016-09-10 18:52:05.089|2016-09-10 18:44:07.352|TGF         |345.1667| 12.7833|Fermi, GBM FSW     |
|bn160905506 |TGF160905506|     25.9500|2016-09-05 12:06:01.779|2016-09-05 12:16:16.190|2016-09-05 12:08:14.902|TGF         |172.4333| -8.9167|Fermi, GBM FSW     |
|bn160902121 |TGF160902121|     29.1667|2016-09-02 02:52:25.662|2016-09-02 03:02:40.073|2016-09-02 02:54:38.625|TGF         |256.1667| 22.8833|Fermi, GBM FSW     |
|bn160901912 |TGF160901912|     28.9000|2016-09-01 21:51:45.565|2016-09-01 22:01:59.975|2016-09-01 21:53:58.079|TGF         |269.8833| 21.4167|Fermi, GBM FSW     |
|bn160831142 |TGF160831142|     26.5333|2016-08-31 03:22:34.243|2016-08-31 03:32:40.462|2016-08-31 03:24:45.765|TGF         |278.6667| 19.3500|Fermi, GBM FSW     |
|bn160828876 |TGF160828876|     26.2167|2016-08-28 20:59:11.404|2016-08-28 21:09:25.814|2016-08-28 21:01:27.342|TGF         |276.6500|  8.0500|Fermi, GBM FSW     |
|bn160826717 |TGF160826717|     27.5833|2016-08-26 17:10:49.656|2016-08-26 17:21:04.066|2016-08-26 17:13:03.626|TGF         |111.1833| 17.7667|Fermi, GBM FSW     |
|bn160824468 |TGF160824468|     38.9000|2016-08-24 11:12:10.323|2016-08-24 11:22:24.732|2016-08-24 11:14:28.709|TGF         |200.8333| 22.3833|Fermi, GBM FSW     |
|bn160821554 |TGF160821554|     26.5333|2016-08-21 13:16:09.139|2016-08-21 13:26:15.357|2016-08-21 13:18:20.597|TGF         |147.5333| 24.7333|Fermi, GBM FSW     |
|bn160818576 |TGF160818576|     25.6500|2016-08-18 13:46:34.577|2016-08-18 13:56:48.987|2016-08-18 13:48:47.795|TGF         |126.9500| 16.6667|Fermi, GBM FSW     |
|bn160801464 |TGF160801464|     34.8167|2016-08-01 11:05:37.399|2016-08-01 11:15:51.808|2016-08-01 11:07:53.737|TGF         |283.3667| 10.0333|Fermi, GBM FSW     |
|bn160726932 |TGF160726932|     34.4667|2016-07-26 22:19:43.217|2016-07-26 22:29:57.628|2016-07-26 22:21:55.187|TGF         |254.1500| 22.9667|Fermi, GBM FSW     |
|bn160722829 |TGF160722829|     34.8500|2016-07-22 19:51:19.681|2016-07-22 20:01:34.091|2016-07-22 19:53:32.115|TGF         |278.0833| 24.6667|Fermi, GBM FSW     |
|bn160711992 |TGF160711992|     34.4333|2016-07-11 23:45:39.331|2016-07-11 23:55:53.740|2016-07-11 23:47:57.973|TGF         |281.5333| 20.3667|Fermi, GBM         |
|bn160704661 |TGF160704661|     32.8167|2016-07-04 15:49:56.603|2016-07-04 16:00:11.012|2016-07-04 15:52:11.853|TGF         |108.4500| 22.7833|Fermi, GBM FSW     |
|bn160701438 |TGF160701438|     31.7667|2016-07-01 10:29:04.519|2016-07-01 10:39:10.736|2016-07-01 10:31:15.945|TGF         |294.9667| 16.0667|Fermi, GBM FSW     |
|bn160627610 |TGF160627610|     25.8167|2016-06-27 14:36:15.610|2016-06-27 14:44:59.906|2016-06-27 14:38:32.828|TGF         |278.8500|  9.8500|Fermi, GBM FSW     |
|bn160625273 |TGF160625273|     27.9000|2016-06-25 06:31:31.740|2016-06-25 06:41:46.149|2016-06-25 06:33:45.822|TGF         |279.6667|  9.2333|Fermi, GBM FSW     |
|bn160623040 |TGF160623040|     34.6500|2016-06-23 00:54:55.877|2016-06-23 01:05:10.284|2016-06-23 00:57:13.638|TGF         | 89.8833| 25.4667|Fermi, GBM FSW     |
|bn160622824 |TGF160622824|     26.4833|2016-06-22 19:44:59.772|2016-06-22 19:55:14.179|2016-06-22 19:47:14.861|TGF         | 76.3333| -1.9500|Fermi, GBM         |
|bn160619788 |TGF160619788|     23.6167|2016-06-19 18:52:38.862|2016-06-19 19:02:36.884|2016-06-19 18:54:35.487|TGF         |123.4333|  2.9000|Fermi, GBM FSW     |
|bn160614507 |TGF160614507|     26.4667|2016-06-14 12:07:25.814|2016-06-14 12:17:40.223|2016-06-14 12:09:40.568|TGF         |283.0500| 10.7000|Fermi, GBM FSW     |
|bn160610967 |TGF160610967|     29.4667|2016-06-10 23:09:53.322|2016-06-10 23:13:50.894|2016-06-10 23:12:06.188|TGF         |295.6667|  2.8667|Fermi, GBM FSW     |
|bn160608977 |TGF160608977|     30.1000|2016-06-08 23:25:01.508|2016-06-08 23:35:15.918|2016-06-08 23:27:20.406|TGF         |267.8000| 18.8833|Fermi, GBM FSW     |
|bn160607461 |TGF160607461|     35.0667|2016-06-07 11:01:42.600|2016-06-07 11:11:57.011|2016-06-07 11:03:58.154|TGF         |122.0000| 13.0833|Fermi, GBM FSW     |
|bn160607387 |TGF160607387|     33.6000|2016-06-07 09:14:40.007|2016-06-07 09:24:54.417|2016-06-07 09:16:58.393|TGF         |103.2000| 24.8667|Fermi, GBM         |
|bn160602038 |TGF160602038|     26.3167|2016-06-02 00:51:52.704|2016-06-02 01:02:07.114|2016-06-02 00:54:06.050|TGF         |279.3500| 23.7167|Fermi, GBM FSW     |
|bn160526349 |TGF160526349|     26.6500|2016-05-26 08:20:58.475|2016-05-26 08:31:04.692|2016-05-26 08:23:10.157|TGF         |126.3500|  9.7833|Fermi, GBM FSW     |
|bn160524228 |TGF160524228|     17.7833|2016-05-24 05:26:32.063|2016-05-24 05:36:46.473|2016-05-24 05:28:47.825|TGF         |150.7500| -6.8833|Fermi, GBM FSW     |
|bn160523402 |TGF160523402|     34.7167|2016-05-23 09:36:08.159|2016-05-23 09:45:08.839|2016-05-23 09:38:21.728|TGF         |270.3333|  8.8833|Fermi, GBM FSW     |
|bn160519606 |TGF160519606|     35.0000|2016-05-19 14:30:52.770|2016-05-19 14:41:07.180|2016-05-19 14:33:11.988|TGF         | 61.3167| -1.8500|Fermi, LAT         |
|bn160510196 |TGF160510196|      0.0000|2016-05-10 04:40:17.019|2016-05-10 04:50:31.428|2016-05-10 04:42:34.045|TGF         |118.3167| -5.7167|Fermi, GBM         |
|bn160507324 |TGF160507324|     30.4333|2016-05-07 07:44:01.851|2016-05-07 07:54:16.261|2016-05-07 07:46:15.533|TGF         |280.6500|  8.3500|Fermi, GBM         |
|bn160505869 |TGF160505869|     31.9833|2016-05-05 20:48:41.149|2016-05-05 20:58:55.559|2016-05-05 20:50:55.887|TGF         | 86.9000|  4.2667|Fermi, GBM         |
|bn160504738 |TGF160504738|     32.7333|2016-05-04 17:40:52.255|2016-05-04 17:51:06.665|2016-05-04 17:43:10.289|TGF         |105.8833|-12.5167|Fermi, GBM         |
|bn160504475 |TGF160504475|     26.3000|2016-05-04 11:23:50.024|2016-05-04 11:31:56.432|2016-05-04 11:23:58.536|TGF         |207.4167|-10.5667|Fermi, LAT         |
|bn160503887 |TGF160503887|     26.0500|2016-05-03 21:14:34.904|2016-05-03 21:24:49.314|2016-05-03 21:16:49.642|TGF         | 94.7000|  3.7000|Fermi, GBM         |
|bn160502599 |TGF160502599|     34.7333|2016-05-02 14:19:45.254|2016-05-02 14:29:59.665|2016-05-02 14:21:59.640|TGF         | 28.7833| -3.8500|Fermi, GBM         |
|bn160502402 |TGF160502402|     24.3500|2016-05-02 09:35:57.414|2016-05-02 09:46:11.825|2016-05-02 09:38:13.576|TGF         |106.8833| -6.4500|Fermi, GBM         |
|bn160501904 |TGF160501904|     28.2333|2016-05-01 21:39:30.354|2016-05-01 21:49:44.764|2016-05-01 21:41:48.596|TGF         | 99.6333|  1.6667|Fermi, GBM         |
|bn160501445 |TGF160501445|     26.5167|2016-05-01 10:39:11.112|2016-05-01 10:49:25.522|2016-05-01 10:41:24.650|TGF         |287.2333| 10.3000|Fermi, GBM         |
|bn160430349 |TGF160430349|     36.5500|2016-04-30 08:19:55.831|2016-04-30 08:30:10.242|2016-04-30 08:22:08.361|TGF         |117.2333|  5.1667|Fermi, GBM         |
|bn160429530 |TGF160429530|     33.0833|2016-04-29 12:40:53.424|2016-04-29 12:51:07.833|2016-04-29 12:43:07.282|TGF         |272.9500| 10.8000|Fermi, GBM         |
|bn160426457 |TGF160426457|     26.2333|2016-04-26 10:55:35.411|2016-04-26 11:05:49.821|2016-04-26 10:57:52.245|TGF         |136.9000| -8.0500|Fermi, LAT         |
|bn160424403 |TGF160424403|     30.5333|2016-04-24 09:38:21.600|2016-04-24 09:48:36.011|2016-04-24 09:40:39.650|TGF         |143.7167|  5.3000|Fermi, GBM         |
|bn160420112 |TGF160420112|     50.0000|2016-04-20 02:38:47.717|2016-04-20 02:41:20.295|2016-04-20 02:41:01.383|TGF         |294.5167| -0.5667|Fermi, GBM         |
|bn160416676 |TGF160416676|     28.8500|2016-04-16 16:10:47.027|2016-04-16 16:21:01.438|2016-04-16 16:12:59.030|TGF         |113.3333|  1.7667|Fermi, GBM         |
|bn160409147 |TGF160409147|     18.2333|2016-04-09 03:28:45.488|2016-04-09 03:38:59.898|2016-04-09 03:31:03.506|TGF         | 11.2833| -2.5167|Fermi, GBM         |
|bn160322317 |TGF160322317|     34.9500|2016-03-22 07:34:39.624|2016-03-22 07:44:54.035|2016-03-22 07:36:55.882|TGF         |126.8500|-18.2500|Fermi, GBM FSW     |
|bn160319339 |TGF160319339|     35.4833|2016-03-19 08:05:53.186|2016-03-19 08:16:07.596|2016-03-19 08:08:10.676|TGF         |113.6833| -7.0667|Fermi, GBM FSW     |
|bn160317815 |TGF160317815|     27.0667|2016-03-17 19:30:51.810|2016-03-17 19:36:03.112|2016-03-17 19:33:08.661|TGF         |290.1667|  4.2833|Fermi, GBM FSW     |
|bn160315438 |TGF160315438|     27.1000|2016-03-15 10:28:10.118|2016-03-15 10:38:24.528|2016-03-15 10:30:22.952|TGF         | 90.8833|  1.2333|Fermi, GBM FSW     |
|bn160311670 |TGF160311670|     33.7833|2016-03-11 16:02:55.661|2016-03-11 16:13:10.072|2016-03-11 16:05:10.768|TGF         | 26.9833|  5.7500|Fermi, GBM FSW     |
|bn160229127 |TGF160229127|     26.9333|2016-02-29 03:00:03.806|2016-02-29 03:10:18.216|2016-02-29 03:02:21.856|TGF         | 45.9333|-25.2667|Fermi, GBM FSW     |
|bn160223192 |TGF160223192|     90.0000|2016-02-23 04:34:29.785|2016-02-23 04:44:44.195|2016-02-23 04:36:42.379|TGF         |133.6333|-14.9833|Fermi, GBM         |
|bn160220290 |TGF160220290|     25.7833|2016-02-20 06:55:18.753|2016-02-20 07:05:33.164|2016-02-20 06:57:32.275|TGF         |144.5167| -4.9500|Fermi, GBM FSW     |
|bn160205600 |TGF160205600|     50.0000|2016-02-05 14:21:53.624|2016-02-05 14:32:08.035|2016-02-05 14:24:12.426|TGF         | 16.6167|-16.8667|Fermi, GBM         |
|bn160203358 |TGF160203358|     27.8667|2016-02-03 08:33:16.460|2016-02-03 08:43:30.871|2016-02-03 08:35:30.174|TGF         |144.2333|-22.9667|Fermi, GBM         |
|bn160122806 |TGF160122806|     33.3000|2016-01-22 19:18:31.284|2016-01-22 19:28:45.694|2016-01-22 19:20:47.286|TGF         |131.4167|-22.2667|Fermi, GBM         |
|bn160113734 |TGF160113734|     12.9000|2016-01-13 17:34:12.323|2016-01-13 17:44:26.732|2016-01-13 17:36:29.429|TGF         |110.2833| -1.2667|Fermi, GBM FSW     |
|bn160113308 |TGF160113308|     24.2667|2016-01-13 07:21:29.972|2016-01-13 07:31:44.382|2016-01-13 07:23:44.006|TGF         |106.1667| 10.1500|Fermi, GBM FSW     |
|bn151220295 |TGF151220295|     26.0333|2015-12-20 07:02:05.103|2015-12-20 07:12:19.514|2015-12-20 07:04:21.329|TGF         |132.3333|-15.9833|Fermi, GBM         |
|bn151217656 |TGF151217656|     25.4833|2015-12-17 15:42:12.683|2015-12-17 15:45:31.342|2015-12-17 15:44:29.693|TGF         | 45.0167|-22.3167|Fermi, GBM FSW     |
|bn151214443 |TGF151214443|     23.4333|2015-12-14 10:35:04.410|2015-12-14 10:45:18.820|2015-12-14 10:37:16.236|TGF         |279.5333|  5.5000|Fermi, GBM FSW     |
|bn151213843 |TGF151213843|     26.7667|2015-12-13 20:11:22.109|2015-12-13 20:21:36.519|2015-12-13 20:13:35.759|TGF         |114.7167| -6.5167|Fermi, GBM FSW     |
|bn151210778 |TGF151210778|     31.8833|2015-12-10 18:37:50.204|2015-12-10 18:48:04.615|2015-12-10 18:40:02.078|TGF         | 18.5500|-10.5000|Fermi, GBM         |
|bn151210379 |TGF151210379|     27.2500|2015-12-10 09:03:47.251|2015-12-10 09:14:01.662|2015-12-10 09:05:59.461|TGF         |154.0000| -5.5000|Fermi, GBM FSW     |
|bn151209879 |TGF151209879|     26.5833|2015-12-09 21:03:07.067|2015-12-09 21:13:21.477|2015-12-09 21:05:24.829|TGF         |134.0500| -5.8333|Fermi, GBM FSW     |
|bn151209450 |TGF151209450|     34.3167|2015-12-09 10:45:45.385|2015-12-09 10:55:59.795|2015-12-09 10:48:01.147|TGF         |115.3500|  4.1500|Fermi, GBM FSW     |
|bn151208533 |TGF151208533|     17.1500|2015-12-08 12:45:30.985|2015-12-08 12:55:45.395|2015-12-08 12:47:46.619|TGF         |133.3333|-14.2167|Fermi, GBM         |
|bn151207995 |TGF151207995|     26.2333|2015-12-07 23:50:02.904|2015-12-07 23:57:41.664|2015-12-07 23:52:14.842|TGF         |281.5500|  8.3167|Fermi, GBM FSW     |
|bn151207404 |TGF151207404|     26.4833|2015-12-07 09:39:28.043|2015-12-07 09:49:34.262|2015-12-07 09:41:39.789|TGF         |158.3500| -0.8167|Fermi, GBM FSW     |
|bn151128116 |TGF151128116|     29.2167|2015-11-28 02:44:16.674|2015-11-28 02:54:31.085|2015-11-28 02:46:34.245|TGF         |129.0000|-10.9000|Fermi, GBM FSW     |
|bn151122371 |TGF151122371|     34.6000|2015-11-22 08:52:41.149|2015-11-22 09:02:55.560|2015-11-22 08:54:56.911|TGF         |102.1500| -1.6333|Fermi, GBM FSW     |
|bn151120585 |TGF151120585|     26.5167|2015-11-20 14:00:22.668|2015-11-20 14:10:37.079|2015-11-20 14:02:38.174|TGF         | 27.4500| -7.1000|Fermi, GBM FSW     |
|bn151118409 |TGF151118409|     26.7000|2015-11-18 09:46:30.945|2015-11-18 09:56:45.357|2015-11-18 09:48:46.580|TGF         |128.2000|  2.4500|Fermi, GBM FSW     |
|bn151115569 |TGF151115569|     29.4167|2015-11-15 13:37:30.686|2015-11-15 13:47:45.097|2015-11-15 13:39:49.776|TGF         |100.6000|  6.2167|Fermi, GBM FSW     |
|bn151111631 |TGF151111631|     50.0000|2015-11-11 15:06:53.418|2015-11-11 15:17:07.828|2015-11-11 15:09:06.572|TGF         |256.6667|  8.8833|Fermi, GBM FSW     |
|bn151111107 |TGF151111107|     19.1000|2015-11-11 02:31:12.452|2015-11-11 02:41:26.862|2015-11-11 02:33:25.046|TGF         |108.5167|  0.1000|Fermi, GBM FSW     |
|bn151110680 |TGF151110680|     28.1333|2015-11-10 16:16:33.194|2015-11-10 16:26:47.605|2015-11-10 16:18:48.044|TGF         | 98.5500|  6.0667|Fermi, GBM FSW     |
|bn151109628 |TGF151109628|     32.6500|2015-11-09 15:02:20.376|2015-11-09 15:12:34.786|2015-11-09 15:04:39.386|TGF         |154.8333| 17.9000|Fermi, GBM FSW     |
|bn151104733 |TGF151104733|     34.1167|2015-11-04 17:33:07.852|2015-11-04 17:43:22.263|2015-11-04 17:35:22.415|TGF         |125.3500|  5.9500|Fermi, GBM FSW     |
|bn151028625 |TGF151028625|     50.0000|2015-10-28 14:57:20.001|2015-10-28 15:07:34.411|2015-10-28 14:59:36.387|TGF         | 14.7500|  5.7500|Fermi, GBM FSW     |
|bn151027635 |TGF151027635|     34.3000|2015-10-27 15:11:37.931|2015-10-27 15:21:52.341|2015-10-27 15:13:56.221|TGF         | 24.2833|  3.2000|Fermi, GBM FSW     |
|bn151025721 |TGF151025721|     25.0000|2015-10-25 17:16:23.358|2015-10-25 17:26:37.768|2015-10-25 17:18:39.920|TGF         | 22.0000| -3.5000|Fermi, GBM FSW     |
